,created_on,operation,property_type,place_with_parent_names,lat-lon,lat,lon,price_aprox_usd,surface_total_in_m2,surface_covered_in_m2,price_usd_per_m2,rooms,properati_url,comuna,barrio_cod,rooms_mean,operation_sell,place_with_parent_names_|Argentina|Capital Federal|,place_with_parent_names_|Argentina|Capital Federal|Abasto|,place_with_parent_names_|Argentina|Capital Federal|Agronomía|,place_with_parent_names_|Argentina|Capital Federal|Almagro|,place_with_parent_names_|Argentina|Capital Federal|Balvanera|,place_with_parent_names_|Argentina|Capital Federal|Barracas|,place_with_parent_names_|Argentina|Capital Federal|Barrio Norte|,place_with_parent_names_|Argentina|Capital Federal|Belgrano|,place_with_parent_names_|Argentina|Capital Federal|Boca|,place_with_parent_names_|Argentina|Capital Federal|Boedo|,place_with_parent_names_|Argentina|Capital Federal|Caballito|,place_with_parent_names_|Argentina|Capital Federal|Catalinas|,place_with_parent_names_|Argentina|Capital Federal|Centro / Microcentro|,place_with_parent_names_|Argentina|Capital Federal|Chacarita|,place_with_parent_names_|Argentina|Capital Federal|Coghlan|,place_with_parent_names_|Argentina|Capital Federal|Colegiales|,place_with_parent_names_|Argentina|Capital Federal|Congreso|,place_with_parent_names_|Argentina|Capital Federal|Constitución|,place_with_parent_names_|Argentina|Capital Federal|Floresta|,place_with_parent_names_|Argentina|Capital Federal|Flores|,place_with_parent_names_|Argentina|Capital Federal|Las Cañitas|,place_with_parent_names_|Argentina|Capital Federal|Liniers|,place_with_parent_names_|Argentina|Capital Federal|Mataderos|,place_with_parent_names_|Argentina|Capital Federal|Monserrat|,place_with_parent_names_|Argentina|Capital Federal|Monte Castro|,place_with_parent_names_|Argentina|Capital Federal|Nuñez|,place_with_parent_names_|Argentina|Capital Federal|Once|,place_with_parent_names_|Argentina|Capital Federal|Palermo|,place_with_parent_names_|Argentina|Capital Federal|Palermo|Palermo Chico|,place_with_parent_names_|Argentina|Capital Federal|Palermo|Palermo Hollywood|,place_with_parent_names_|Argentina|Capital Federal|Palermo|Palermo Soho|,place_with_parent_names_|Argentina|Capital Federal|Palermo|Palermo Viejo|,place_with_parent_names_|Argentina|Capital Federal|Parque Avellaneda|,place_with_parent_names_|Argentina|Capital Federal|Parque Centenario|,place_with_parent_names_|Argentina|Capital Federal|Parque Chacabuco|,place_with_parent_names_|Argentina|Capital Federal|Parque Chas|,place_with_parent_names_|Argentina|Capital Federal|Parque Patricios|,place_with_parent_names_|Argentina|Capital Federal|Paternal|,place_with_parent_names_|Argentina|Capital Federal|Pompeya|,place_with_parent_names_|Argentina|Capital Federal|Puerto Madero|,place_with_parent_names_|Argentina|Capital Federal|Recoleta|,place_with_parent_names_|Argentina|Capital Federal|Retiro|,place_with_parent_names_|Argentina|Capital Federal|Saavedra|,place_with_parent_names_|Argentina|Capital Federal|San Cristobal|,place_with_parent_names_|Argentina|Capital Federal|San Nicolás|,place_with_parent_names_|Argentina|Capital Federal|San Telmo|,place_with_parent_names_|Argentina|Capital Federal|Tribunales|,place_with_parent_names_|Argentina|Capital Federal|Velez Sarsfield|,place_with_parent_names_|Argentina|Capital Federal|Versalles|,place_with_parent_names_|Argentina|Capital Federal|Villa Crespo|,place_with_parent_names_|Argentina|Capital Federal|Villa Devoto|,place_with_parent_names_|Argentina|Capital Federal|Villa General Mitre|,place_with_parent_names_|Argentina|Capital Federal|Villa Lugano|,place_with_parent_names_|Argentina|Capital Federal|Villa Luro|,place_with_parent_names_|Argentina|Capital Federal|Villa Ortuzar|,place_with_parent_names_|Argentina|Capital Federal|Villa Pueyrredón|,place_with_parent_names_|Argentina|Capital Federal|Villa Real|,place_with_parent_names_|Argentina|Capital Federal|Villa Santa Rita|,place_with_parent_names_|Argentina|Capital Federal|Villa Urquiza|,place_with_parent_names_|Argentina|Capital Federal|Villa del Parque|,price_m2
9507,2017-09-17,sell,1,|Argentina|Capital Federal|Belgrano|,"-34.5620844,-58.4566864",-34.5620844,-58.4566864,188370.0,60.0,53.0,3139.5,2.0,https://www.properati.com.ar/1exax_venta_departamento_belgrano_subte-linea-d_sensusre_hba,13.0,4,2.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3139.5
9508,2017-09-17,sell,1,|Argentina|Capital Federal|Belgrano|,"-34.5633027,-58.4598268",-34.5633027,-58.4598268,440000.0,175.0,175.0,2514.285714285714,4.0,https://www.properati.com.ar/1exhe_venta_departamento_belgrano_moldes-al-2100_lavadero_luminoso_dependencias_garage_subte-linea-d_galceran,13.0,4,4.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2514.285714285714
9511,2017-09-18,sell,1,|Argentina|Capital Federal|Belgrano|,"-34.563772,-58.4591958",-34.563772,-58.4591958,142000.0,55.0,52.0,2581.818181818182,3.0,https://www.properati.com.ar/1ey26_venta_departamento_belgrano_balcon_luminoso_garage_placard_caian-negocis-inmobiliarios,13.0,4,3.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2581.818181818182
9512,2017-09-19,sell,1,|Argentina|Capital Federal|Belgrano|,"-34.5585883,-58.4460412",-34.5585883,-58.4460412,450000.0,143.0,143.0,3146.853146853147,4.0,https://www.properati.com.ar/1f06b_venta_departamento_belgrano_del-libertador-av-_5800_suite_lavadero_vestidor_luminoso_apto-credito-hipotecario_alvarez-pacheco-inmobiliaria_f8q,13.0,4,4.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3146.853146853147
9513,2017-09-19,sell,2,|Argentina|Capital Federal|Belgrano|,"-34.5694816,-58.4707918",-34.5694816,-58.47079179999999,690000.0,270.0,200.0,2555.555555555556,5.0,https://www.properati.com.ar/1f0ep_venta_casa_belgrano_jardin_garage_aranalfe_gmu,13.0,4,5.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2555.5555555555557
9518,2017-09-20,sell,1,|Argentina|Capital Federal|Belgrano|,"-34.557736,-58.4534328",-34.557736,-58.4534328,246000.0,94.0,94.0,2617.021276595745,3.0,https://www.properati.com.ar/1f3zv_venta_departamento_belgrano_balcon_lavadero_luminoso_dependencias_subte-linea-d_apto-credito-hipotecario_miranda-bosch-real-estate-art_hef,13.0,4,3.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2617.021276595745
9526,2017-09-20,sell,1,|Argentina|Capital Federal|Las Cañitas|,"-34.5623844,-58.4444072",-34.5623844,-58.44440720000001,265000.0,108.0,95.0,2453.703703703704,4.0,https://www.properati.com.ar/1f6pw_venta_departamento_las-canitas_lavadero_patio_toilette_vista_one-brokers-argentina,13.0,4,4.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2453.703703703704
9527,2017-09-20,sell,1,|Argentina|Capital Federal|Belgrano|,"-34.5613708,-58.4456711",-34.5613708,-58.4456711,680000.0,250.0,250.0,2720.0,4.0,https://www.properati.com.ar/1f762_venta_departamento_belgrano_balcon_baulera_suite_lavadero_luminoso_sauna_garage_riveros-negocios-inmobiliarios,13.0,4,4.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2720.0
9528,2017-09-20,sell,2,|Argentina|Capital Federal|Belgrano|,"-34.5694816,-58.4707918",-34.5694816,-58.47079179999999,690000.0,270.0,200.0,2555.555555555556,6.920055311361167,https://www.properati.com.ar/1f77k_venta_casa_belgrano_jardin_garage_aranalfe_e4j,13.0,4,6.920055311361167,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2555.5555555555557
9529,2017-09-20,sell,1,|Argentina|Capital Federal|Belgrano|,"-34.561151,-58.465708",-34.561151,-58.465708,104000.0,34.0,32.0,3058.8235294117653,1.0,https://www.properati.com.ar/1f7ea_venta_departamento_belgrano_balcon_baulera_lavadero_piscina_sum_luminoso_vista_garage_amenities_estrenar_subte-linea-d_re-max-total-v,13.0,4,1.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3058.823529411765
9530,2017-09-20,sell,1,|Argentina|Capital Federal|Belgrano|,"-34.566667,-58.454086",-34.566666999999995,-58.454086,216900.0,76.0,76.0,2853.947368421052,4.0,https://www.properati.com.ar/1f7h7_venta_departamento_belgrano_balcon_lavadero_lujoso_dependencias_subte-linea-d_re-max-express,13.0,4,4.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2853.9473684210525
9532,2017-09-21,sell,2,|Argentina|Capital Federal|Belgrano|,"-34.5656596,-58.4484341",-34.565659600000004,-58.4484341,1380000.0,490.0,318.0,2816.326530612245,11.002887945064256,https://www.properati.com.ar/1f8am_venta_casa_belgrano_suite_jardin_piscina_toilette_luminoso_dependencias_garage_impecable_estrenar_subte-linea-d_toribio-achaval_e6v,13.0,4,11.002887945064256,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2816.326530612245
9534,2017-09-21,sell,1,|Argentina|Capital Federal|Belgrano|,"-34.567927,-58.457994",-34.567927000000005,-58.45799399999999,114000.0,38.0,38.0,3000.0,1.0,https://www.properati.com.ar/1f8sv_venta_departamento_belgrano_baulera_gimnasio_lavadero_parrilla_piscina_sum_electrogeno_garage_amenities_subte-linea-d_re-max-puerto,13.0,4,1.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000.0
9538,2017-09-22,sell,1,|Argentina|Capital Federal|Belgrano|,"-34.5605161362,-58.4517943418",-34.5605161362,-58.4517943418,549000.0,220.0,188.0,2495.454545454545,5.0,https://www.properati.com.ar/1faj1_venta_departamento_belgrano_balcon_suite_lavadero_patio_toilette_lujoso_dependencias_garage_doble-circulacion_subte-linea-d_roman-cifre-propiedades_dvx,13.0,4,5.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2495.4545454545455
9540,2017-09-22,sell,1,|Argentina|Capital Federal|Belgrano|,"-34.5681284,-58.4558593",-34.5681284,-58.4558593,297000.0,112.0,104.0,2651.785714285714,4.0,https://www.properati.com.ar/1fb23_venta_departamento_belgrano_virrey-del-pino_2719_balcon_baulera_luminoso_lujoso_dependencias_garage_doble-circulacion_subte-linea-d_shenk-inmobiliaria_gkj,13.0,4,4.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2651.785714285714
9545,2017-09-22,sell,1,|Argentina|Capital Federal|Belgrano|,"-34.561464053,-58.4528702128",-34.561464053,-58.4528702128,480000.0,172.0,149.0,2790.697674418605,4.0,https://www.properati.com.ar/1fc7f_venta_departamento_belgrano_arcos_1900_balcon_baulera_suite_lavadero_patio_toilette_luminoso_lujoso_dependencias_garage_placard_losa-radiante_subte-linea-d_apto-credito-hipotecario_massana-propiedades_h6q,13.0,4,4.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2790.6976744186045
9550,2017-09-24,sell,1,|Argentina|Capital Federal|Belgrano|,"-34.5570602,-58.4458771",-34.5570602,-58.4458771,259000.0,95.0,88.0,2726.315789473684,5.0,https://www.properati.com.ar/1fd9z_venta_departamento_belgrano_balcon_hidromasaje_toilette_luminoso_dependencias_garage_home54,13.0,4,5.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2726.315789473684
9553,2017-09-26,sell,1,|Argentina|Capital Federal|Belgrano|,"-34.5634095,-58.4431289",-34.5634095,-58.4431289,485000.0,178.0,160.0,2724.7191011235955,4.0,https://www.properati.com.ar/1fh1d_venta_departamento_belgrano_campos-luis-m-av-_1400_balcon_baulera_suite_lavadero_vestidor_luminoso_lujoso_dependencias_garage_doble-circulacion_subte-linea-d_zuker-servicios-inmobiliarios_gsp,13.0,4,4.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2724.7191011235955
9555,2017-09-28,sell,1,|Argentina|Capital Federal|Belgrano|,"-34.5582685397,-58.4550584454",-34.558268539699995,-58.4550584454,138000.0,51.0,43.0,2705.882352941177,1.0,https://www.properati.com.ar/1fjex_venta_departamento_belgrano_olazabal_2000_balcon_luminoso_garage_aire-acondicionado_subte-linea-d_apto-credito-hipotecario_deborah-sosa-inversiones-inmobiliarias_akn,13.0,4,1.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2705.8823529411766
9557,2017-09-28,sell,1,|Argentina|Capital Federal|Belgrano|,"-34.5624428,-58.4592106",-34.56244279999999,-58.45921060000001,435000.0,210.0,117.0,2071.428571428572,4.0,https://www.properati.com.ar/1fjzw_venta_departamento_belgrano_suite_lavadero_patio_toilette_subte-linea-d_bienvende-amelia-claro_ej0,13.0,4,4.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2071.4285714285716
9559,2017-09-28,sell,1,|Argentina|Capital Federal|Belgrano|,"-34.560922,-58.45385",-34.560922,-58.45385,998000.0,434.0,368.0,2299.5391705069123,7.0,https://www.properati.com.ar/1fkcw_venta_departamento_belgrano_balcon_baulera_suite_hidromasaje_parrilla_quincho_sum_luminoso_dependencias_garage_placard_subte-linea-d_re-max-power,13.0,4,7.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2299.5391705069123
9561,2017-09-30,sell,2,|Argentina|Capital Federal|Belgrano|,"-34.5540469,-58.4432862",-34.5540469,-58.44328620000001,2400000.0,770.0,380.0,3116.883116883117,6.0,https://www.properati.com.ar/1flwk_venta_casa_belgrano_juramento_1100_suite_hidromasaje_jardin_lavadero_piscina_terraza_toilette_vestidor_garage_aire-acondicionado_estrenar_losa-radiante_arana-parera-propiedades_h3y,13.0,4,6.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3116.883116883117
9564,2017-09-30,sell,1,|Argentina|Capital Federal|Belgrano|,"-34.5631366,-58.4501064",-34.56313660000001,-58.4501064,620000.0,218.0,188.0,2844.0366972477063,5.0,https://www.properati.com.ar/1fnj6_venta_departamento_belgrano_balcon_suite_lavadero_toilette_lujoso_dependencias_garage_subte-linea-d_damico-propiedades_e0j,13.0,4,5.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2844.0366972477063
9565,2017-09-30,sell,1,|Argentina|Capital Federal|Belgrano|,"-34.5620844,-58.4566864",-34.5620844,-58.4566864,265000.0,86.0,71.0,3081.395348837209,3.0,https://www.properati.com.ar/1fnva_venta_departamento_belgrano_balcon_suite_lavadero_parrilla_terraza_toilette_vestidor_subte-linea-d_apto-credito-hipotecario_ew-group,13.0,4,3.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3081.3953488372094
9567,2017-10-03,sell,1,|Argentina|Capital Federal|Belgrano|,"-34.5592923905,-58.4603771196",-34.559292390500005,-58.4603771196,230000.0,74.0,70.0,3108.108108108108,3.0,https://www.properati.com.ar/1fqmu_venta_departamento_belgrano_balcon_lavadero_terraza_luminoso_amenities_subte-linea-d_apto-credito-hipotecario_rico-alcazar,13.0,4,3.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3108.108108108108
9568,2017-10-03,sell,1,|Argentina|Capital Federal|Belgrano|,"-34.5616364,-58.459934",-34.5616364,-58.459934,185000.0,72.0,64.0,2569.444444444445,3.0,https://www.properati.com.ar/1fqyx_venta_departamento_belgrano_amenabar-al-2200_balcon_lavadero_luminoso_placard_subte-linea-d_luisio-propiedades-suc-virrey-del-pino-2378,13.0,4,3.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2569.4444444444443
9569,2017-10-04,sell,1,|Argentina|Capital Federal|Belgrano|,"-34.5573079,-58.4551516",-34.5573079,-58.45515160000001,450000.0,206.0,193.0,2184.4660194174758,4.0,https://www.properati.com.ar/1fr81_venta_departamento_belgrano_balcon_baulera_suite_vestidor_dependencias_garage_doble-circulacion_subte-linea-d_martin-lotti-brokers-inmobiliarios_eq4,13.0,4,4.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2184.4660194174758
9570,2017-10-04,sell,1,|Argentina|Capital Federal|Belgrano|,"-34.5594509,-58.452992",-34.559450899999995,-58.452992,439000.0,186.0,89.0,2360.2150537634407,4.0,https://www.properati.com.ar/1frjx_venta_departamento_belgrano_balcon_subte-linea-d_bienvende-amelia-claro_ej0,13.0,4,4.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2360.2150537634407
9571,2017-10-04,sell,1,|Argentina|Capital Federal|Belgrano|,"-34.562257,-58.456603",-34.562257,-58.456603,114500.0,41.0,41.0,2792.682926829268,1.0,https://www.properati.com.ar/1frse_venta_departamento_belgrano_vista_subte-linea-d_re-max-ayres,13.0,4,1.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2792.682926829268
9572,2017-10-04,sell,1,|Argentina|Capital Federal|Belgrano|,"-34.5599548305,-58.4529223311",-34.559954830500004,-58.4529223311,150000.0,50.0,44.0,3000.0,1.5224121684994567,https://www.properati.com.ar/1fsf9_venta_departamento_belgrano_o-higgins_2100_balcon_lavadero_subte-linea-d_oppel-inmuebles,13.0,4,1.5224121684994567,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000.0
9573,2017-10-05,sell,1,|Argentina|Capital Federal|Belgrano|,"-34.5632106,-58.4528974",-34.563210600000005,-58.45289739999999,280000.0,107.0,107.0,2616.822429906542,4.0,https://www.properati.com.ar/1fsn2_venta_departamento_belgrano_lavadero_luminoso_dependencias_zuker-servicios-inmobiliarios_gsp,13.0,4,4.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2616.822429906542
9574,2017-10-05,sell,1,|Argentina|Capital Federal|Belgrano|,"-34.5682354,-58.4571164",-34.5682354,-58.4571164,420000.0,143.0,121.0,2937.062937062937,4.0,https://www.properati.com.ar/1fts0_venta_departamento_belgrano_balcon_suite_terraza_dodorico-propieadades,13.0,4,4.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2937.062937062937
9577,2017-10-05,sell,1,|Argentina|Capital Federal|Belgrano|,"-34.565153,-58.4523771",-34.565153,-58.45237710000001,295000.0,95.0,95.0,3105.263157894737,4.0,https://www.properati.com.ar/1fv7x_venta_departamento_belgrano_balcon_lavadero_terraza_toilette_luminoso_garage_amenities_subte-linea-d_apto-credito-hipotecario_asempro-propiedades_efg,13.0,4,4.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3105.2631578947367
9582,2017-10-06,sell,1,|Argentina|Capital Federal|Belgrano|,"-34.5646131111,-58.457432231",-34.5646131111,-58.457432231000006,330000.0,110.0,100.0,3000.0,4.0,https://www.properati.com.ar/1fyz8_venta_departamento_belgrano_balcon_baulera_lavadero_toilette_luminoso_garage_impecable_apto-credito-hipotecario_caian-negocis-inmobiliarios,13.0,4,4.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000.0
9586,2017-10-09,sell,1,|Argentina|Capital Federal|Belgrano|,"-34.5620844,-58.4566864",-34.5620844,-58.4566864,323103.26,104.0,67.0,3106.7621153846153,3.0,https://www.properati.com.ar/1g0zm_venta_departamento_belgrano_estrenar_subte-linea-d_tarazaga-propirdades,13.0,4,3.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3106.7621153846153
9591,2017-10-09,sell,1,|Argentina|Capital Federal|Belgrano|,"-34.5626611,-58.4653506",-34.56266110000001,-58.46535060000001,109921.0,41.0,41.0,2681.0,2.0,https://www.properati.com.ar/1g16x_venta_departamento_belgrano_luminoso_nucifora-propiedades_cro,13.0,4,2.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2681.0
9592,2017-10-09,sell,1,|Argentina|Capital Federal|Belgrano|,"-34.5626611,-58.4653506",-34.56266110000001,-58.46535060000001,172000.0,57.0,46.0,3017.5438596491217,2.0,https://www.properati.com.ar/1g178_venta_departamento_belgrano_luminoso_nucifora-propiedades_cro,13.0,4,2.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3017.5438596491226
9594,2017-10-09,sell,1,|Argentina|Capital Federal|Belgrano|,"-34.5584191,-58.4614503",-34.5584191,-58.4614503,99000.0,45.0,45.0,2200.0,2.0,https://www.properati.com.ar/1g17r_venta_departamento_belgrano_luminoso_placard_subte-linea-d_demarco-operaciones-inmobiliarias,13.0,4,2.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2200.0
9597,2017-10-10,sell,1,|Argentina|Capital Federal|Belgrano|,"-34.5627365,-58.4564625",-34.5627365,-58.4564625,98000.0,37.0,37.0,2648.648648648649,1.0,https://www.properati.com.ar/1g25t_venta_departamento_belgrano_luminoso_dodorico-propieadades,13.0,4,1.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2648.6486486486488
