,created_on,operation,property_type,place_with_parent_names,lat-lon,lat,lon,price_aprox_usd,surface_total_in_m2,surface_covered_in_m2,price_usd_per_m2,rooms,properati_url,comuna,barrio_cod,rooms_mean,operation_sell,place_with_parent_names_|Argentina|Capital Federal|,place_with_parent_names_|Argentina|Capital Federal|Abasto|,place_with_parent_names_|Argentina|Capital Federal|Agronomía|,place_with_parent_names_|Argentina|Capital Federal|Almagro|,place_with_parent_names_|Argentina|Capital Federal|Balvanera|,place_with_parent_names_|Argentina|Capital Federal|Barracas|,place_with_parent_names_|Argentina|Capital Federal|Barrio Norte|,place_with_parent_names_|Argentina|Capital Federal|Belgrano|,place_with_parent_names_|Argentina|Capital Federal|Boca|,place_with_parent_names_|Argentina|Capital Federal|Boedo|,place_with_parent_names_|Argentina|Capital Federal|Caballito|,place_with_parent_names_|Argentina|Capital Federal|Catalinas|,place_with_parent_names_|Argentina|Capital Federal|Centro / Microcentro|,place_with_parent_names_|Argentina|Capital Federal|Chacarita|,place_with_parent_names_|Argentina|Capital Federal|Coghlan|,place_with_parent_names_|Argentina|Capital Federal|Colegiales|,place_with_parent_names_|Argentina|Capital Federal|Congreso|,place_with_parent_names_|Argentina|Capital Federal|Constitución|,place_with_parent_names_|Argentina|Capital Federal|Floresta|,place_with_parent_names_|Argentina|Capital Federal|Flores|,place_with_parent_names_|Argentina|Capital Federal|Las Cañitas|,place_with_parent_names_|Argentina|Capital Federal|Liniers|,place_with_parent_names_|Argentina|Capital Federal|Mataderos|,place_with_parent_names_|Argentina|Capital Federal|Monserrat|,place_with_parent_names_|Argentina|Capital Federal|Monte Castro|,place_with_parent_names_|Argentina|Capital Federal|Nuñez|,place_with_parent_names_|Argentina|Capital Federal|Once|,place_with_parent_names_|Argentina|Capital Federal|Palermo|,place_with_parent_names_|Argentina|Capital Federal|Palermo|Palermo Chico|,place_with_parent_names_|Argentina|Capital Federal|Palermo|Palermo Hollywood|,place_with_parent_names_|Argentina|Capital Federal|Palermo|Palermo Soho|,place_with_parent_names_|Argentina|Capital Federal|Palermo|Palermo Viejo|,place_with_parent_names_|Argentina|Capital Federal|Parque Avellaneda|,place_with_parent_names_|Argentina|Capital Federal|Parque Centenario|,place_with_parent_names_|Argentina|Capital Federal|Parque Chacabuco|,place_with_parent_names_|Argentina|Capital Federal|Parque Chas|,place_with_parent_names_|Argentina|Capital Federal|Parque Patricios|,place_with_parent_names_|Argentina|Capital Federal|Paternal|,place_with_parent_names_|Argentina|Capital Federal|Pompeya|,place_with_parent_names_|Argentina|Capital Federal|Puerto Madero|,place_with_parent_names_|Argentina|Capital Federal|Recoleta|,place_with_parent_names_|Argentina|Capital Federal|Retiro|,place_with_parent_names_|Argentina|Capital Federal|Saavedra|,place_with_parent_names_|Argentina|Capital Federal|San Cristobal|,place_with_parent_names_|Argentina|Capital Federal|San Nicolás|,place_with_parent_names_|Argentina|Capital Federal|San Telmo|,place_with_parent_names_|Argentina|Capital Federal|Tribunales|,place_with_parent_names_|Argentina|Capital Federal|Velez Sarsfield|,place_with_parent_names_|Argentina|Capital Federal|Versalles|,place_with_parent_names_|Argentina|Capital Federal|Villa Crespo|,place_with_parent_names_|Argentina|Capital Federal|Villa Devoto|,place_with_parent_names_|Argentina|Capital Federal|Villa General Mitre|,place_with_parent_names_|Argentina|Capital Federal|Villa Lugano|,place_with_parent_names_|Argentina|Capital Federal|Villa Luro|,place_with_parent_names_|Argentina|Capital Federal|Villa Ortuzar|,place_with_parent_names_|Argentina|Capital Federal|Villa Pueyrredón|,place_with_parent_names_|Argentina|Capital Federal|Villa Real|,place_with_parent_names_|Argentina|Capital Federal|Villa Santa Rita|,place_with_parent_names_|Argentina|Capital Federal|Villa Urquiza|,place_with_parent_names_|Argentina|Capital Federal|Villa del Parque|,price_m2
3830,2017-12-12,sell,1,|Argentina|Capital Federal|Recoleta|,"-34.5886376,-58.4088365",-34.5886376,-58.4088365,350000.0,117.0,115.0,2991.452991452991,3.979031804032671,https://www.properati.com.ar/1iwp6_venta_departamento_recoleta_balcon_parrilla_dependencias_subte-linea-d_melvern-estudio-inmobiliario,2.0,27,3.979031804032671,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2991.4529914529912
3833,2017-12-12,sell,1,|Argentina|Capital Federal|Barrio Norte|,"-34.597258221,-58.4041048884",-34.597258221,-58.4041048884,267000.0,104.0,99.0,2567.3076923076924,3.0,https://www.properati.com.ar/1ix1q_venta_departamento_barrio-norte_lujoso_dependencias_garage_placard_subte-linea-d_subte-linea-h_sol-real-estate,2.0,27,3.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2567.3076923076924
3834,2017-12-12,sell,1,|Argentina|Capital Federal|Barrio Norte|,"-34.5911201,-58.4084186",-34.5911201,-58.4084186,680000.0,266.0,218.0,2556.390977443609,4.0,https://www.properati.com.ar/1ix2f_venta_departamento_barrio-norte_balcon_baulera_suite_lavadero_toilette_vestidor_luminoso_garage_subte-linea-d_subte-linea-h_korn-emprendimientos,2.0,27,4.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2556.3909774436092
3836,2017-12-12,sell,1,|Argentina|Capital Federal|Recoleta|,"-34.594967,-58.394176",-34.594967,-58.394176,980000.0,329.0,329.0,2978.723404255319,9.0,https://www.properati.com.ar/1ix7i_venta_departamento_recoleta_suite_lavadero_vestidor_luminoso_vista_dependencias_subte-linea-d_re-max-ayres,2.0,27,9.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2978.723404255319
3837,2017-12-12,sell,1,|Argentina|Capital Federal|Barrio Norte|,"-34.596993,-58.402097",-34.596993,-58.402097,330000.0,127.0,127.0,2598.425196850393,4.0,https://www.properati.com.ar/1ix7y_venta_departamento_barrio-norte_balcon_baulera_lavadero_toilette_luminoso_dependencias_garage_aire-acondicionado_subte-linea-d_subte-linea-h_re-max-zafiro,2.0,27,4.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2598.4251968503936
3838,2017-12-13,sell,1,|Argentina|Capital Federal|Barrio Norte|,"-34.592141,-58.407711",-34.592141,-58.407711,462000.0,163.0,163.0,2834.3558282208587,4.0,https://www.properati.com.ar/1ixaz_venta_departamento_barrio-norte_balcon_baulera_suite_jardin_lavadero_sum_toilette_vestidor_lujoso_dependencias_garage_placard_subte-linea-d_subte-linea-h_re-max-premium,2.0,27,4.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2834.3558282208587
3839,2017-12-13,sell,1,|Argentina|Capital Federal|Recoleta|,"-34.59674,-58.391802",-34.596740000000004,-58.391802,260000.0,97.0,97.0,2680.412371134021,3.0,https://www.properati.com.ar/1ixb6_venta_departamento_recoleta_balcon_lavadero_parrilla_terraza_toilette_luminoso_lujoso_subte-linea-d_re-max-premium,2.0,27,3.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2680.4123711340208
3840,2017-12-13,sell,1,|Argentina|Capital Federal|Palermo|,"-34.596581,-58.41515",-34.596581,-58.41515,255000.0,104.0,104.0,2451.923076923077,4.0,https://www.properati.com.ar/1ixbp_venta_departamento_recoleta_balcon_parrilla_toilette_re-max-premium-ii,2.0,27,4.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2451.923076923077
3841,2017-12-13,sell,0,|Argentina|Capital Federal|Barrio Norte|,"-34.5955779,-58.4125029",-34.595577899999995,-58.4125029,139500.0,58.0,58.0,2405.172413793104,2.0,https://www.properati.com.ar/1ixl1_venta_ph_barrio-norte_subte-linea-d_migliorisi-propiedades_cy2,2.0,27,2.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2405.1724137931033
3843,2017-12-13,sell,1,|Argentina|Capital Federal|Recoleta|,"-34.5930117633,-58.3952754042",-34.5930117633,-58.3952754042,165000.0,54.0,54.0,3055.555555555556,3.0,https://www.properati.com.ar/1ixut_venta_departamento_recoleta_subte-linea-d_subte-linea-h_maria-varela-propiedades,2.0,27,3.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3055.5555555555557
3844,2017-12-13,sell,1,|Argentina|Capital Federal|Barrio Norte|,"-34.5900048,-58.4004006",-34.5900048,-58.40040060000001,350000.0,115.0,102.0,3043.478260869565,4.0,https://www.properati.com.ar/1ixv0_venta_departamento_barrio-norte_balcon_baulera_lavadero_dependencias_subte-linea-d_subte-linea-h_exa-propiedades_hqm,2.0,27,4.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3043.478260869565
3845,2017-12-13,sell,1,|Argentina|Capital Federal|Barrio Norte|,"-34.5956195,-58.4014834",-34.5956195,-58.4014834,255000.0,89.0,82.0,2865.168539325842,4.0,https://www.properati.com.ar/1ixwk_venta_departamento_barrio-norte_toilette_luminoso_vista_dependencias_placard_subte-linea-d_subte-linea-h_apto-credito-hipotecario_oreilly-torrado-sanguinetti_hh6,2.0,27,4.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2865.1685393258426
3847,2017-12-13,sell,1,|Argentina|Capital Federal|Palermo|,"-34.592802,-58.412311",-34.592802,-58.412311,180000.0,77.0,64.0,2337.662337662337,3.0,https://www.properati.com.ar/1iyij_venta_departamento_palermo_patio_garage_aire-acondicionado_subte-linea-d_re-max-time,2.0,27,3.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2337.6623376623374
3853,2017-12-14,sell,1,|Argentina|Capital Federal|Recoleta|,"-34.5905704528,-58.4017838805",-34.5905704528,-58.40178388050001,270000.0,91.0,81.0,2967.032967032967,3.0,https://www.properati.com.ar/1iyzz_venta_departamento_recoleta_balcon_toilette_luminoso_dependencias_impecable_subte-linea-d_subte-linea-h_miranda-bosch-real-estate-art_hf9,2.0,27,3.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2967.032967032967
3860,2017-12-15,sell,1,|Argentina|Capital Federal|Barrio Norte|,"-34.5902766,-58.3936876",-34.5902766,-58.39368760000001,295000.0,104.0,94.0,2836.5384615384614,5.0,https://www.properati.com.ar/1j05r_venta_departamento_barrio-norte_balcon_toilette_lujoso_subte-linea-h_altgelt-negocios-inmobiliarios_ds8,2.0,27,5.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2836.5384615384614
3868,2017-12-15,sell,1,|Argentina|Capital Federal|Barrio Norte|,"-34.5987274,-58.3958508",-34.598727399999994,-58.39585079999999,220000.0,70.0,70.0,3142.857142857143,1.0,https://www.properati.com.ar/1j0qq_venta_departamento_barrio-norte_subte-linea-d_subte-linea-b_subte-linea-h_man-propiedades_f3s,2.0,27,1.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3142.8571428571427
3869,2017-12-15,sell,1,|Argentina|Capital Federal|Recoleta|,"-34.5955069,-58.3898937",-34.5955069,-58.3898937,240000.0,90.0,72.0,2666.6666666666665,4.0,https://www.properati.com.ar/1j0r5_venta_departamento_recoleta_patio_subte-linea-d_fabian-achaval-propiedades,2.0,27,4.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2666.6666666666665
3873,2017-12-16,sell,1,|Argentina|Capital Federal|Palermo|Palermo Viejo|,"-34.59648,-58.411784",-34.59648,-58.411784,140000.0,45.0,40.0,3111.1111111111113,2.0,https://www.properati.com.ar/1j1ik_venta_departamento_palermo-viejo_balcon_placard_subte-linea-d_your-place-in-buenos-aires,2.0,27,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3111.1111111111113
3879,2017-12-16,sell,1,|Argentina|Capital Federal|Barrio Norte|,"-34.5907529,-58.4084019",-34.5907529,-58.4084019,110000.0,41.0,41.0,2682.926829268293,3.0,https://www.properati.com.ar/1j1ne_venta_departamento_barrio-norte_toilette_subte-linea-d_subte-linea-h_toribio-achaval_e6y,2.0,27,3.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2682.9268292682927
3885,2017-12-17,sell,1,|Argentina|Capital Federal|Palermo|,"-34.5892532,-58.4100695",-34.5892532,-58.41006949999999,290000.0,96.0,96.0,3020.833333333333,4.0,https://www.properati.com.ar/1j26m_venta_departamento_palermo_balcon_baulera_lavadero_piscina_toilette_luminoso_lujoso_dependencias_garage_subte-linea-d_bienvende-amelia-claro_e77,2.0,27,4.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3020.8333333333335
3888,2017-12-19,sell,1,|Argentina|Capital Federal|Recoleta|,"-34.589435,-58.3889226",-34.589434999999995,-58.3889226,395000.0,126.0,124.0,3134.9206349206347,4.0,https://www.properati.com.ar/1j3v1_venta_departamento_recoleta_toilette_luminoso_subte-linea-h_miranda-bosch-real-estate-art_hgq,2.0,27,4.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3134.9206349206347
3896,2017-12-19,sell,1,|Argentina|Capital Federal|Recoleta|,"-34.5932912,-58.3916848",-34.5932912,-58.3916848,390000.0,125.0,125.0,3120.0,5.0,https://www.properati.com.ar/1j42a_venta_departamento_recoleta_luminoso_dependencias_subte-linea-d_fabian-achaval-propiedades,2.0,27,5.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3120.0
3899,2017-12-20,sell,1,|Argentina|Capital Federal|Recoleta|,"-34.5934236239,-58.4051069324",-34.5934236239,-58.405106932399995,249000.0,84.0,84.0,2964.285714285714,4.0,https://www.properati.com.ar/1j4qq_venta_departamento_recoleta_jardin_aire-acondicionado_losa-radiante_subte-linea-d_subte-linea-h_mussi-calvente_b7t,2.0,27,4.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2964.285714285714
3901,2017-12-20,sell,1,|Argentina|Capital Federal|Recoleta|,"-34.592958771,-58.3953612349",-34.592958771,-58.3953612349,155000.0,52.0,52.0,2980.769230769231,1.7992143809539034,https://www.properati.com.ar/1j50v_venta_departamento_recoleta_subte-linea-d_subte-linea-h_mcm-bienes-raices,2.0,27,1.7992143809539034,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2980.769230769231
3904,2017-12-20,sell,1,|Argentina|Capital Federal|Recoleta|,"-34.5924006,-58.3927419",-34.5924006,-58.3927419,1400000.0,490.0,340.0,2857.142857142857,6.0,https://www.properati.com.ar/1j59t_venta_departamento_recoleta_suite_lavadero_parrilla_quincho_terraza_toilette_lujoso_dependencias_garage_doble-circulacion_subte-linea-h_mll-propiedades_dpg,2.0,27,6.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2857.1428571428573
3905,2017-12-20,sell,1,|Argentina|Capital Federal|Recoleta|,"-34.5889034,-58.405441",-34.5889034,-58.405441,210000.0,82.0,78.0,2560.9756097560976,4.0,https://www.properati.com.ar/1j5jn_venta_departamento_recoleta_balcon_vista_dependencias_subte-linea-d_subte-linea-h_interwin-marketing-inmobiliario_9ic,2.0,27,4.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2560.9756097560976
3906,2017-12-20,sell,1,|Argentina|Capital Federal|Barrio Norte|,"-34.5943522,-58.4036607",-34.5943522,-58.40366070000001,210000.0,67.0,65.0,3134.328358208956,3.0,https://www.properati.com.ar/1j5wn_venta_departamento_barrio-norte_balcon_lavadero_toilette_luminoso_dependencias_garage_placard_subte-linea-d_subte-linea-h_p-m-tobal-propiedades_i0f,2.0,27,3.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3134.3283582089553
3907,2017-12-20,sell,1,|Argentina|Capital Federal|Barrio Norte|,"-34.5943522,-58.4036607",-34.5943522,-58.40366070000001,195000.0,89.0,89.0,2191.0112359550562,4.0,https://www.properati.com.ar/1j5wq_venta_departamento_barrio-norte_balcon_lavadero_toilette_lujoso_dependencias_garage_placard_subte-linea-d_subte-linea-h_p-m-tobal-propiedades_i0f,2.0,27,4.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2191.0112359550562
3910,2017-12-21,sell,1,|Argentina|Capital Federal|Recoleta|,"-34.5936087077,-58.3939303725",-34.5936087077,-58.3939303725,220000.0,70.0,70.0,3142.857142857143,3.0,https://www.properati.com.ar/1j6bo_venta_departamento_recoleta_luminoso_lujoso_subte-linea-d_subte-linea-h_mario-costa-propiedades_fxw,2.0,27,3.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3142.8571428571427
3911,2017-12-21,sell,1,|Argentina|Capital Federal|Recoleta|,"-34.591976,-58.3960643",-34.591976,-58.39606429999999,100000.0,38.0,38.0,2631.578947368421,1.0,https://www.properati.com.ar/1j6bx_venta_departamento_recoleta_balcon_lavadero_luminoso_subte-linea-d_subte-linea-h_mario-costa-propiedades_fxw,2.0,27,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2631.5789473684213
3912,2017-12-21,sell,1,|Argentina|Capital Federal|Recoleta|,"-34.5897391,-58.401288",-34.5897391,-58.401288,279000.0,90.0,82.0,3100.0,3.0,https://www.properati.com.ar/1j6f6_venta_departamento_recoleta_balcon_lavadero_toilette_subte-linea-d_subte-linea-h_bienvende-amelia-claro_ej0,2.0,27,3.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3100.0
3915,2017-12-21,sell,1,|Argentina|Capital Federal|Recoleta|,"-34.5925258,-58.3876873",-34.5925258,-58.3876873,395000.0,132.0,126.0,2992.4242424242425,5.0,https://www.properati.com.ar/1j6n8_venta_departamento_recoleta_baulera_suite_lavadero_toilette_luminoso_dependencias_subte-linea-h_reynolds-propiedades_c8g,2.0,27,5.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2992.4242424242425
3916,2017-12-21,sell,1,|Argentina|Capital Federal|Recoleta|,"-34.5975392201,-58.4018791541",-34.5975392201,-58.4018791541,320000.0,139.0,112.0,2302.1582733812947,3.0,https://www.properati.com.ar/1j6qs_venta_departamento_recoleta_balcon_suite_vestidor_luminoso_lujoso_amenities_aire-acondicionado_subte-linea-d_subte-linea-h_reynolds-propiedades_c8g,2.0,27,3.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2302.1582733812947
3919,2017-12-22,sell,1,|Argentina|Capital Federal|Barrio Norte|,"-34.59891,-58.388244",-34.59891,-58.38824399999999,225000.0,87.0,80.0,2586.2068965517237,4.0,https://www.properati.com.ar/1j729_venta_departamento_barrio-norte_balcon_toilette_garage_doble-circulacion_subte-linea-d_subte-linea-b_re-max-puerto,2.0,27,4.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2586.206896551724
3920,2017-12-22,sell,1,|Argentina|Capital Federal|Recoleta|,"-34.594212,-58.406149",-34.594212,-58.406149,120000.0,42.0,42.0,2857.142857142857,2.0,https://www.properati.com.ar/1j73e_venta_departamento_recoleta_subte-linea-d_subte-linea-h_re-max-total-vi,2.0,27,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2857.1428571428573
3921,2017-12-22,sell,1,|Argentina|Capital Federal|Barrio Norte|,"-34.5945459474,-58.4022778189",-34.5945459474,-58.402277818900004,199000.0,66.0,66.0,3015.151515151515,2.2836182527491853,https://www.properati.com.ar/1j766_venta_departamento_barrio-norte_santa-fe-av-_2500_balcon_lavadero_luminoso_lujoso_electrogeno_impecable_subte-linea-d_subte-linea-h_brick-propiedades-local-barrio-norte,2.0,27,2.2836182527491853,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3015.151515151515
3923,2017-12-22,sell,1,|Argentina|Capital Federal|Barrio Norte|,"-34.5923368936,-58.3927716582",-34.5923368936,-58.3927716582,1400000.0,490.0,340.0,2857.142857142857,6.0,https://www.properati.com.ar/1j7hx_venta_departamento_barrio-norte_suite_lavadero_parrilla_quincho_terraza_toilette_lujoso_dependencias_garage_doble-circulacion_subte-linea-h_mll-propiedades_dpg,2.0,27,6.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2857.1428571428573
3925,2017-12-22,sell,1,|Argentina|Capital Federal|Palermo|,"-34.5978432,-58.4159018",-34.5978432,-58.41590179999999,70000.0,23.0,23.0,3043.478260869565,1.0,https://www.properati.com.ar/1j7jx_venta_departamento_palermo_luminoso_aire-acondicionado_subte-linea-b_apto-credito-hipotecario_kraft-propiedades_ekh,2.0,27,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3043.478260869565
3929,2017-12-22,sell,1,|Argentina|Capital Federal|Barrio Norte|,"-34.5968838,-58.4136007",-34.5968838,-58.4136007,220000.0,76.0,68.0,2894.7368421052643,4.0,https://www.properati.com.ar/1j7xe_venta_departamento_barrio-norte_subte-linea-b_perez-compel_i03,2.0,27,4.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2894.7368421052633
