created_on,lat-lon,lat,lon,price_aprox_usd,surface_total_in_m2,surface_covered_in_m2,price_usd_per_m2,rooms,comuna,barrio_cod,place_with_parent_names_cod,operation_sell,property_type_PH,property_type_apartment,property_type_house,rooms_mean
2017-08-29,"-34.588912403,-58.4134942185",-34.588912403,-58.413494218500006,340000.0,130.0,120.0,2615.384615384615,4.0,14.0,20,43,1,0,1,0,4.0
2017-08-29,"-34.5950139,-58.4273915",-34.5950139,-58.42739150000001,180000.0,70.0,70.0,2571.428571428572,2.4220193589764083,14.0,20,43,1,0,1,0,2.4220193589764083
2017-08-30,"-34.5793535,-58.4364489",-34.5793535,-58.4364489,1200000.0,532.0,334.0,2255.639097744361,6.0,14.0,20,45,1,0,0,1,6.0
2017-08-30,"-34.5897765,-58.428558",-34.5897765,-58.428558,219000.0,72.0,72.0,3041.666666666666,3.0,14.0,20,46,1,1,0,0,3.0
2017-08-30,"-34.5711496,-58.4232966",-34.571149600000005,-58.4232966,119124.77,40.0,36.0,2978.11925,1.0,14.0,20,43,1,0,1,0,1.0
2017-08-31,"-34.5825677,-58.4329982",-34.58256770000001,-58.43299820000001,198000.0,64.0,48.0,3093.75,2.0,14.0,20,45,1,0,1,0,2.0
2017-09-01,"-34.57548904,-58.41962433",-34.57548904,-58.41962433,510000.0,239.0,127.0,2133.8912133891213,2.0,14.0,20,22,1,0,1,0,2.0
2017-09-02,"-34.5925314,-58.4178626",-34.5925314,-58.41786260000001,620000.0,230.0,198.0,2695.6521739130435,6.0,14.0,20,43,1,0,1,0,6.0
2017-09-03,"-34.5874885,-58.41578",-34.5874885,-58.41578000000001,345000.0,119.0,116.0,2899.1596638655465,4.013632080589477,14.0,20,43,1,0,1,0,4.013632080589477
2017-09-03,"-34.5933965,-58.4284618",-34.593396500000004,-58.4284618,154000.0,58.0,58.0,2655.172413793104,2.0,14.0,20,43,1,1,0,0,2.0
2017-09-03,"-34.5933965,-58.4284618",-34.593396500000004,-58.4284618,154000.0,58.0,58.0,2655.172413793104,3.0,14.0,20,43,1,1,0,0,3.0
2017-09-04,"-34.567097,-58.436086",-34.567097,-58.436086,594900.0,208.0,190.0,2860.0961538461547,6.0,14.0,20,43,1,0,0,1,6.0
2017-09-04,"-34.584294,-58.436469",-34.584294,-58.436469,80119.0,39.0,34.0,2054.333333333333,1.0,14.0,20,43,1,0,1,0,1.0
2017-09-04,"-34.584294,-58.436469",-34.584294,-58.436469,95085.0,43.0,37.0,2211.279069767442,1.0,14.0,20,43,1,0,1,0,1.0
2017-09-04,"-34.5972454,-58.4201324",-34.5972454,-58.4201324,140000.0,53.0,50.0,2641.509433962264,2.0,14.0,20,43,1,0,1,0,2.0
2017-09-04,"-34.5711496,-58.4232966",-34.571149600000005,-58.4232966,190000.0,66.0,61.0,2878.787878787879,2.0,14.0,20,43,1,0,1,0,2.0
2017-09-04,"-34.5972454,-58.4201324",-34.5972454,-58.4201324,105000.0,40.0,38.0,2625.0,1.0,14.0,20,43,1,0,1,0,1.0
2017-09-04,"-34.5711496,-58.4232966",-34.571149600000005,-58.4232966,640000.0,260.0,240.0,2461.538461538461,5.0,14.0,20,36,1,0,1,0,5.0
2017-09-05,"-34.5830704,-58.4241896",-34.5830704,-58.42418960000001,483000.0,214.0,202.0,2257.009345794393,6.989255864474779,14.0,20,45,1,0,1,0,6.989255864474779
2017-09-05,"-34.5960323,-58.4213575",-34.5960323,-58.42135749999999,270000.0,106.0,80.0,2547.169811320755,4.0,14.0,20,43,1,1,0,0,4.0
2017-09-05,"-34.5735693694,-58.4384186227",-34.5735693694,-58.438418622700006,260000.0,126.0,119.0,2063.492063492064,5.0,14.0,20,23,1,0,1,0,5.0
2017-09-05,"-34.5735693694,-58.4384186227",-34.5735693694,-58.438418622700006,260000.0,126.0,119.0,2063.492063492064,4.0,14.0,20,23,1,0,1,0,4.0
2017-09-05,"-34.5674228,-58.4347627",-34.5674228,-58.4347627,65000.0,22.0,20.0,2954.5454545454545,1.0,14.0,20,36,1,0,1,0,1.0
2017-09-06,"-34.5864539382,-58.4372922997",-34.5864539382,-58.43729229970001,175000.0,62.0,58.0,2822.5806451612902,2.0068160402947384,14.0,20,45,1,0,1,0,2.0068160402947384
2017-09-06,"-34.5830022,-58.4219504",-34.5830022,-58.42195039999999,95000.0,32.0,32.0,2968.75,2.0,14.0,20,43,1,0,1,0,2.0
2017-09-06,"-34.5938779,-58.429594",-34.593877899999995,-58.429594,250000.0,88.0,78.0,2840.909090909091,2.0,14.0,20,43,1,0,1,0,2.0
2017-09-06,"-34.5830391,-58.4143557",-34.5830391,-58.4143557,584000.0,208.0,177.0,2807.6923076923076,4.0,14.0,20,43,1,0,1,0,4.0
2017-09-06,"-34.5784679,-58.4236711",-34.5784679,-58.4236711,175000.0,62.0,55.0,2822.5806451612902,2.0,14.0,20,43,1,0,1,0,2.0
2017-09-06,"-34.5731747306,-58.4225066042",-34.5731747306,-58.4225066042,650000.0,210.0,195.0,3095.238095238096,4.0,14.0,20,43,1,0,1,0,4.0
2017-09-06,"-34.5882528,-58.4217774",-34.5882528,-58.4217774,207000.0,74.0,68.0,2797.2972972972966,2.0,14.0,20,43,1,0,1,0,2.0
2017-09-07,"-34.58168,-58.4226095",-34.58168,-58.4226095,388657.64,128.0,128.0,3036.3878125,4.0,14.0,20,43,1,0,1,0,4.0
2017-09-07,"-34.58168,-58.4226095",-34.58168,-58.4226095,395990.2,164.0,164.0,2414.5743902439026,4.0,14.0,20,43,1,0,1,0,4.0
2017-09-07,"-34.5671607,-58.4331296",-34.5671607,-58.4331296,443000.0,145.0,124.0,3055.172413793104,4.0,14.0,20,36,1,0,1,0,4.0
2017-09-08,"-34.5667468,-58.4404142",-34.5667468,-58.4404142,539000.0,181.0,168.0,2977.9005524861877,4.0,14.0,20,43,1,0,1,0,4.0
2017-09-08,"-34.5918145,-58.4152368",-34.591814500000005,-58.4152368,83500.0,35.0,35.0,2385.714285714286,2.0,14.0,20,44,1,0,1,0,2.0
2017-09-08,"-34.5751514695,-58.4321800763",-34.5751514695,-58.4321800763,165000.0,68.0,68.0,2426.4705882352937,3.0,14.0,20,43,1,0,1,0,3.0
2017-09-08,"-34.574359,-58.442159",-34.574359,-58.442159,370000.0,130.0,130.0,2846.1538461538453,5.0,14.0,20,31,1,0,1,0,5.0
2017-09-09,"-34.5786152,-58.4072279",-34.5786152,-58.4072279,1500000.0,508.0,308.0,2952.755905511811,7.0,14.0,20,44,1,0,1,0,7.0
2017-09-09,"-34.5654627,-58.4404956",-34.565462700000005,-58.4404956,380000.0,121.0,112.0,3140.495867768595,5.0,14.0,20,23,1,0,1,0,5.0
2017-09-09,"-34.5839691,-58.4342029",-34.5839691,-58.4342029,107289.55,39.0,31.0,2751.014102564103,1.072608573260981,14.0,20,43,1,0,1,0,1.072608573260981
2017-09-09,"-34.5839691,-58.4342029",-34.5839691,-58.4342029,100373.75,36.0,31.0,2788.159722222222,1.072608573260981,14.0,20,43,1,0,1,0,1.072608573260981
2017-09-09,"-34.5839691,-58.4342029",-34.5839691,-58.4342029,80843.12,29.0,26.0,2787.6937931034477,0.8996071904769517,14.0,20,43,1,0,1,0,0.8996071904769517
2017-09-09,"-34.5839691,-58.4342029",-34.5839691,-58.4342029,101820.91,34.0,31.0,2994.7326470588237,1.072608573260981,14.0,20,43,1,0,1,0,1.072608573260981
2017-09-09,"-34.5712854,-58.4332185",-34.5712854,-58.4332185,225000.0,73.0,73.0,3082.1917808219177,2.0,14.0,20,36,1,0,1,0,2.0
2017-09-09,"-34.591168,-58.413545",-34.591168,-58.41354499999999,230000.0,76.0,76.0,3026.315789473684,2.0,14.0,20,43,1,0,1,0,2.0
2017-09-09,"-34.592891,-58.413534",-34.592890999999995,-58.413534,249000.0,94.0,84.0,2648.9361702127662,3.0,14.0,20,43,1,0,1,0,3.0
2017-09-10,"-34.5946185,-58.4164489",-34.5946185,-58.41644889999999,110000.0,49.0,41.0,2244.8979591836733,2.0,14.0,20,22,1,0,1,0,2.0
2017-09-10,"-34.595319,-58.4247527",-34.595319,-58.4247527,220000.0,90.0,84.0,2444.444444444445,4.0,14.0,20,43,1,1,0,0,4.0
2017-09-10,"-34.5874415622,-58.4197911472",-34.5874415622,-58.4197911472,120000.0,43.0,40.0,2790.697674418605,1.0,14.0,20,43,1,0,1,0,1.0
2017-09-10,"-34.5697768,-58.442132",-34.5697768,-58.442132,490000.0,211.0,211.0,2322.2748815165883,4.0,14.0,20,23,1,0,1,0,4.0
2017-09-10,"-34.589623,-58.420937",-34.589623,-58.420937,219000.0,83.0,83.0,2638.5542168674697,3.0,14.0,20,43,1,0,1,0,3.0
2017-09-12,"-34.5850706,-58.4227791",-34.5850706,-58.4227791,485000.0,214.0,161.0,2266.355140186916,7.0,14.0,20,46,1,0,1,0,7.0
2017-09-12,"-34.5842942,-58.4364688",-34.5842942,-58.4364688,250000.0,96.0,72.0,2604.1666666666665,2.0,14.0,20,45,1,0,1,0,2.0
2017-09-13,"-34.5975225,-58.4178149",-34.5975225,-58.4178149,125000.0,57.0,55.0,2192.9824561403507,3.0,14.0,20,43,1,0,1,0,3.0
2017-09-13,"-34.5777906,-58.4362196",-34.5777906,-58.4362196,104500.0,34.0,23.0,3073.529411764706,0.7958063608065342,14.0,20,45,1,0,1,0,0.7958063608065342
2017-09-13,"-34.5815005,-58.4277402",-34.5815005,-58.4277402,79000.0,32.0,27.0,2468.75,0.9342074670337576,14.0,20,43,1,0,1,0,0.9342074670337576
2017-09-13,"-34.5694281,-58.4335086",-34.5694281,-58.4335086,180000.0,62.0,55.0,2903.225806451613,3.0,14.0,20,43,1,0,1,0,3.0
2017-09-13,"-34.5903255,-58.4307834",-34.5903255,-58.4307834,200000.0,65.0,45.0,3076.9230769230767,2.0,14.0,20,43,1,0,1,0,2.0
2017-09-14,"-34.5796956362,-58.4312491921",-34.5796956362,-58.4312491921,499000.0,169.0,169.0,2952.6627218934914,5.847446738100186,14.0,20,45,1,1,0,0,5.847446738100186
2017-09-14,"-34.5675543795,-58.4461982681",-34.567554379499995,-58.446198268100005,1650000.0,650.0,500.0,2538.4615384615386,17.30013827840292,14.0,20,23,1,0,0,1,17.30013827840292
2017-09-14,"-34.5711496,-58.4232966",-34.571149600000005,-58.4232966,105316.0,35.0,30.0,3009.028571428572,1.0,14.0,20,43,1,0,1,0,1.0
2017-09-14,"-34.5876682151,-58.4150997693",-34.5876682151,-58.41509976930001,121290.0,40.0,35.0,3032.25,1.0,14.0,20,43,1,0,1,0,1.0
2017-09-14,"-34.5876682151,-58.4150997693",-34.5876682151,-58.41509976930001,90606.0,33.0,30.0,2745.6363636363635,1.0,14.0,20,43,1,0,1,0,1.0
2017-09-14,"-34.573458,-58.439198",-34.573458,-58.439198,229900.0,96.0,85.0,2394.7916666666665,3.0,14.0,20,43,1,0,1,0,3.0
2017-09-14,"-34.573754,-58.432614",-34.573754,-58.432614,200000.0,69.0,63.0,2898.5507246376815,3.0,14.0,20,43,1,0,1,0,3.0
2017-09-15,"-34.5707717,-58.431808",-34.5707717,-58.431808,1700000.0,754.0,754.0,2254.641909814324,8.0,14.0,20,43,1,0,0,1,8.0
2017-09-15,"-34.5829557,-58.4342928",-34.58295570000001,-58.4342928,355000.0,120.0,40.0,2958.333333333333,2.0,14.0,20,43,1,0,1,0,2.0
2017-09-15,"-34.5823763,-58.4227823",-34.5823763,-58.4227823,339000.0,123.0,95.0,2756.0975609756097,3.0,14.0,20,44,1,0,1,0,3.0
2017-09-15,"-34.583705,-58.433254",-34.583705,-58.43325400000001,122000.0,40.0,34.0,3050.0,1.0,14.0,20,43,1,0,1,0,1.0
2017-09-15,"-34.59725,-58.420116",-34.59725,-58.420116,104000.0,36.0,32.0,2888.888888888889,1.0,14.0,20,43,1,0,1,0,1.0
2017-09-15,"-34.563685346,-58.4426825896",-34.563685346,-58.4426825896,585000.0,214.0,191.0,2733.644859813084,6.608652822349915,14.0,20,23,1,0,1,0,6.608652822349915
2017-09-15,"-34.5735836574,-58.4307437201",-34.5735836574,-58.430743720100004,510000.0,253.0,182.0,2015.810276679842,5.0,14.0,20,23,1,0,1,0,5.0
2017-09-16,"-34.5888658,-58.4299838",-34.5888658,-58.4299838,370000.0,177.0,150.0,2090.3954802259886,5.0,14.0,20,43,1,0,1,0,5.0
2017-09-16,"-34.5839691,-58.4342029",-34.5839691,-58.4342029,103215.75,35.0,31.0,2949.0214285714287,1.072608573260981,14.0,20,43,1,0,1,0,1.072608573260981
2017-09-16,"-34.5670326,-58.4330181",-34.5670326,-58.4330181,445000.0,144.0,144.0,3090.277777777778,5.0,14.0,20,36,1,0,1,0,5.0
2017-09-16,"-34.590471,-58.412719",-34.590471,-58.412719,344000.0,111.0,106.0,3099.099099099099,4.0,14.0,20,43,1,0,1,0,4.0
2017-09-16,"-34.566434,-58.435872",-34.566434,-58.435872,275000.0,90.0,83.0,3055.555555555556,5.0,14.0,20,23,1,0,1,0,5.0
2017-09-16,"-34.5671607,-58.4331296",-34.5671607,-58.4331296,445000.0,145.0,124.0,3068.9655172413795,5.0,14.0,20,43,1,0,1,0,5.0
2017-09-17,"-34.5842942,-58.4364688",-34.5842942,-58.4364688,95300.0,35.0,23.0,2722.857142857143,1.0,14.0,20,45,1,0,1,0,1.0
2017-09-17,"-34.5711496,-58.4232966",-34.571149600000005,-58.4232966,153000.0,56.0,47.0,2732.142857142857,2.0,14.0,20,43,1,0,1,0,2.0
2017-09-17,"-34.5711496,-58.4232966",-34.571149600000005,-58.4232966,258000.0,87.0,65.0,2965.5172413793102,3.0,14.0,20,43,1,0,1,0,3.0
2017-09-17,"-34.5813438284,-58.4369007641",-34.5813438284,-58.436900764099995,1190000.0,550.0,450.0,2163.6363636363635,15.570124450562625,14.0,20,45,1,0,0,1,15.570124450562625
2017-09-18,"-34.584294,-58.436469",-34.584294,-58.436469,175979.0,82.0,73.0,2146.0853658536585,1.0,14.0,20,43,1,0,1,0,1.0
2017-09-20,"-34.5687343284,-58.4369902869",-34.568734328400005,-58.4369902869,420000.0,163.0,100.0,2576.687116564417,2.0,14.0,20,36,1,0,1,0,2.0
2017-09-20,"-34.5894247,-58.4222566",-34.5894247,-58.4222566,159999.0,54.0,54.0,2962.9444444444453,2.0,14.0,20,46,1,0,1,0,2.0
2017-09-20,"-34.5894251,-58.4222571",-34.5894251,-58.4222571,159999.0,56.0,56.0,2857.125,2.0,14.0,20,46,1,0,1,0,2.0
2017-09-20,"-34.5886539,-58.4178826",-34.5886539,-58.4178826,261999.0,90.0,90.0,2911.1,3.0,14.0,20,46,1,0,1,0,3.0
2017-09-20,"-34.5894523824,-58.4223095471",-34.5894523824,-58.4223095471,176999.0,60.0,54.0,2949.983333333333,2.0,14.0,20,46,1,0,1,0,2.0
2017-09-20,"-34.5896546,-58.4223131",-34.5896546,-58.4223131,156999.0,52.0,47.0,3019.2115384615386,2.0,14.0,20,46,1,0,1,0,2.0
2017-09-20,"-34.5627625,-58.4393891",-34.5627625,-58.43938910000001,629999.0,220.0,190.0,2863.6318181818183,5.0,14.0,20,23,1,0,1,0,5.0
2017-09-20,"-34.5892757338,-58.4222666317",-34.5892757338,-58.4222666317,171999.0,60.0,55.0,2866.65,2.0,14.0,20,46,1,0,1,0,2.0
2017-09-20,"-34.5892757338,-58.4222666317",-34.5892757338,-58.4222666317,164999.0,53.0,48.0,3113.1886792452833,2.0,14.0,20,46,1,0,1,0,2.0
2017-09-20,"-34.5892757338,-58.4222666317",-34.5892757338,-58.4222666317,155999.0,51.0,46.0,3058.803921568628,2.0,14.0,20,46,1,0,1,0,2.0
2017-09-20,"-34.5886387,-58.4179156",-34.588638700000004,-58.41791559999999,234999.0,75.0,68.0,3133.32,2.0,14.0,20,46,1,0,1,0,2.0
2017-09-20,"-34.5711496,-58.4232966",-34.571149600000005,-58.4232966,349000.0,141.0,141.0,2475.177304964539,4.0,14.0,20,43,1,0,1,0,4.0
2017-09-20,"-34.5711496,-58.4232966",-34.571149600000005,-58.4232966,649999.0,220.0,190.0,2954.540909090909,5.0,14.0,20,43,1,0,1,0,5.0
2017-09-20,"-34.5818933,-58.405509",-34.5818933,-58.405509,680000.0,222.0,222.0,3063.0630630630626,5.0,14.0,20,43,1,0,1,0,5.0
2017-09-20,"-34.5739304,-58.4366642",-34.5739304,-58.4366642,375000.0,142.0,142.0,2640.845070422535,5.0,14.0,20,43,1,0,1,0,5.0
2017-09-20,"-34.5824647,-58.4103089",-34.5824647,-58.4103089,490000.0,166.0,143.0,2951.807228915662,5.0,14.0,20,44,1,0,1,0,5.0
2017-09-20,"-34.5897431646,-58.4108456582",-34.5897431646,-58.410845658199996,385000.0,132.0,132.0,2916.666666666666,5.0,14.0,20,43,1,0,1,0,5.0
2017-09-20,"-34.5898764463,-58.4222852787",-34.5898764463,-58.4222852787,269999.0,90.0,52.0,2999.988888888889,2.0,14.0,20,45,1,0,1,0,2.0
2017-09-20,"-34.5897703487,-58.4222880894",-34.5897703487,-58.4222880894,269999.0,90.0,52.0,2999.988888888889,2.0,14.0,20,43,1,0,1,0,2.0
2017-09-20,"-34.5634626993,-58.442095183",-34.5634626993,-58.442095183,265000.0,108.0,95.0,2453.703703703704,4.0,14.0,20,23,1,0,1,0,4.0
2017-09-20,"-34.584294,-58.436469",-34.584294,-58.436469,129000.0,43.0,41.0,3000.0,2.0,14.0,20,43,1,0,1,0,2.0
2017-09-21,"-34.5783142,-58.4302776",-34.57831420000001,-58.4302776,164132.0,56.0,49.0,2930.9285714285716,1.695413551283486,14.0,20,45,1,0,1,0,1.695413551283486
2017-09-21,"-34.5783142,-58.4302776",-34.57831420000001,-58.4302776,163245.0,54.0,47.0,3023.055555555556,1.6262129981698743,14.0,20,45,1,0,1,0,1.6262129981698743
2017-09-21,"-34.5783142,-58.4302776",-34.57831420000001,-58.4302776,160621.0,52.0,47.0,3088.865384615385,1.6262129981698743,14.0,20,45,1,0,1,0,1.6262129981698743
2017-09-22,"-34.5739793,-58.4369599",-34.5739793,-58.43695989999999,375000.0,144.0,142.0,2604.1666666666665,5.0,14.0,20,43,1,0,1,0,5.0
2017-09-22,"-34.584944,-58.4142512",-34.584944,-58.4142512,315000.0,109.0,97.0,2889.9082568807344,4.0,14.0,20,43,1,0,1,0,4.0
2017-09-22,"-34.5831906,-58.4138209",-34.5831906,-58.41382090000001,438500.0,157.0,127.0,2792.993630573248,3.0,14.0,20,44,1,0,1,0,3.0
2017-09-22,"-34.5653254,-58.4337841",-34.5653254,-58.4337841,830000.0,281.0,263.0,2953.7366548042705,5.0,14.0,20,23,1,0,1,0,5.0
2017-09-22,"-34.5834271,-58.4032233",-34.5834271,-58.4032233,590000.0,219.0,217.0,2694.0639269406392,7.508260012826867,14.0,20,22,1,0,1,0,7.508260012826867
2017-09-22,"-34.564578,-58.4378946",-34.564578000000004,-58.4378946,515000.0,180.0,168.0,2861.1111111111113,3.0,14.0,20,23,1,0,1,0,3.0
2017-09-22,"-34.569644,-58.4352644",-34.569644,-58.4352644,750000.0,240.0,240.0,3125.0,5.0,14.0,20,23,1,0,1,0,5.0
2017-09-23,"-34.567132,-58.431237",-34.567132,-58.431237,700000.0,249.0,205.0,2811.244979919679,6.0,14.0,20,43,1,0,1,0,6.0
2017-09-24,"-34.5826621,-58.4200698",-34.58266210000001,-58.4200698,270000.0,92.0,92.0,2934.782608695652,4.0,14.0,20,43,1,0,1,0,4.0
2017-09-24,"-34.5941034,-58.4145459",-34.5941034,-58.4145459,459000.0,180.0,140.0,2550.0,4.0,14.0,20,43,1,0,1,0,4.0
2017-09-25,"-34.5680908,-58.4353833",-34.5680908,-58.4353833,416000.0,180.0,180.0,2311.1111111111113,4.0,14.0,20,16,1,0,1,0,4.0
2017-09-26,"-34.5684907,-58.4434869",-34.5684907,-58.4434869,265000.0,88.0,75.0,3011.3636363636365,4.0,14.0,20,23,1,0,1,0,4.0
2017-09-26,"-34.5776603,-58.4126398",-34.57766029999999,-58.4126398,580000.0,204.0,180.0,2843.137254901961,4.0,14.0,20,44,1,0,1,0,4.0
2017-09-27,"-34.5913073,-58.4225278",-34.5913073,-58.42252779999999,173000.0,65.0,60.0,2661.538461538461,2.07601659340835,14.0,20,65,1,0,1,0,2.07601659340835
2017-09-27,"-34.5871493,-58.4161031",-34.58714929999999,-58.4161031,139000.0,50.0,42.0,2780.0,1.453211615385845,14.0,20,43,1,0,1,0,1.453211615385845
2017-09-28,"-34.5871986,-58.4157821",-34.5871986,-58.4157821,230000.0,111.0,100.0,2072.072072072072,4.0,14.0,20,43,1,0,1,0,4.0
2017-09-28,"-34.5965972,-58.4185624",-34.5965972,-58.41856239999999,98800.0,37.0,37.0,2670.2702702702704,2.0,14.0,20,43,1,0,1,0,2.0
2017-09-28,"-34.57947,-58.4343327",-34.57947,-58.43433270000001,94500.0,32.0,32.0,2953.125,1.0,14.0,20,45,1,0,1,0,1.0
2017-09-28,"-34.583025,-58.40611",-34.583025,-58.40611,550000.0,210.0,136.0,2619.0476190476197,4.0,14.0,20,43,1,0,1,0,4.0
2017-09-30,"-34.5729498083,-58.4316390753",-34.5729498083,-58.4316390753,940000.0,450.0,375.0,2088.8888888888887,10.0,14.0,20,43,1,0,0,1,10.0
2017-09-30,"-34.5834291,-58.4043591",-34.583429100000004,-58.4043591,899000.0,289.0,241.0,3110.7266435986157,4.0,14.0,20,43,1,0,1,0,4.0
2017-09-30,"-34.5730996,-58.4389143",-34.573099600000006,-58.43891429999999,165000.0,53.0,47.0,3113.2075471698113,1.0,14.0,20,43,1,0,1,0,1.0
2017-09-30,"-34.5907748,-58.4172864",-34.5907748,-58.4172864,169000.0,59.0,55.0,2864.406779661017,2.0,14.0,20,43,1,0,1,0,2.0
2017-09-30,"-34.5683311,-58.4457893",-34.5683311,-58.4457893,188000.0,71.0,71.0,2647.887323943662,3.0,14.0,20,23,1,0,1,0,3.0
2017-10-01,"-34.5786438,-58.4130393",-34.578643799999995,-58.4130393,118000.0,39.0,39.0,3025.641025641026,1.0,14.0,20,43,1,0,1,0,1.0
2017-10-02,"-34.563704,-58.438511",-34.563704,-58.438511,700000.0,259.0,252.0,2702.7027027027025,6.0,14.0,20,23,1,0,1,0,6.0
2017-10-03,"-34.5780716,-58.4352085",-34.5780716,-58.4352085,170000.0,55.0,48.0,3090.909090909091,2.0,14.0,20,45,1,0,1,0,2.0
2017-10-03,"-34.5853865,-58.4230651",-34.5853865,-58.42306510000001,85000.0,34.0,30.0,2500.0,1.038008296704175,14.0,20,46,1,0,1,0,1.038008296704175
2017-10-04,"-34.5778574,-58.4330002",-34.5778574,-58.4330002,180000.0,60.0,52.0,3000.0,2.0,14.0,20,43,1,0,1,0,2.0
2017-10-04,"-34.5647349552,-58.4378036485",-34.5647349552,-58.4378036485,450000.0,180.0,171.0,2500.0,5.0,14.0,20,23,1,0,1,0,5.0
2017-10-04,"-34.573817,-58.433866",-34.573817,-58.433866,548000.0,220.0,220.0,2490.909090909091,5.0,14.0,20,43,1,0,1,0,5.0
2017-10-04,"-34.593198,-58.428094",-34.593198,-58.428094,249900.0,95.0,95.0,2630.5263157894738,4.0,14.0,20,43,1,0,1,0,4.0
2017-10-04,"-34.584294,-58.436469",-34.584294,-58.436469,185000.0,66.0,66.0,2803.0303030303025,3.0,14.0,20,43,1,1,0,0,3.0
2017-10-04,"-34.568856,-58.4470661",-34.568856,-58.4470661,120000.0,39.0,39.0,3076.9230769230767,2.0,14.0,20,23,1,0,1,0,2.0
2017-10-05,"-34.5884262,-58.4179981",-34.58842620000001,-58.41799810000001,410000.0,178.0,154.0,2303.370786516854,4.0,14.0,20,43,1,1,0,0,4.0
2017-10-05,"-34.5800646,-58.4257172",-34.5800646,-58.4257172,260000.0,107.0,101.0,2429.9065420560746,4.0,14.0,20,43,1,0,1,0,4.0
2017-10-05,"-34.5766156145,-58.4054130884",-34.5766156145,-58.4054130884,649000.0,285.0,185.0,2277.1929824561403,5.0,14.0,20,44,1,1,0,0,5.0
2017-10-05,"-34.5766156145,-58.4054130884",-34.5766156145,-58.4054130884,649000.0,285.0,185.0,2277.1929824561403,6.40105116300908,14.0,20,44,1,0,0,1,6.40105116300908
2017-10-05,"-34.584294,-58.436469",-34.584294,-58.436469,171638.0,82.0,73.0,2093.1463414634145,4.0,14.0,20,43,1,0,1,0,4.0
2017-10-06,"-34.586706,-58.4293267",-34.586706,-58.4293267,150000.0,64.0,64.0,2343.75,4.0,14.0,20,43,1,0,1,0,4.0
2017-10-06,"-34.574207,-58.437037",-34.574207,-58.437037,300000.0,100.0,95.0,3000.0,5.0,14.0,20,43,1,0,1,0,5.0
2017-10-06,"-34.5896549,-58.4297612",-34.5896549,-58.42976120000001,700000.0,300.0,270.0,2333.333333333333,9.342074670337576,14.0,20,43,1,0,0,1,9.342074670337576
2017-10-06,"-34.5845303,-58.4195963",-34.5845303,-58.4195963,130000.0,45.0,45.0,2888.888888888889,1.5570124450562626,14.0,20,43,1,0,1,0,1.5570124450562626
2017-10-06,"-34.5753079,-58.4346533",-34.5753079,-58.4346533,99000.0,38.0,36.0,2605.263157894737,1.24560995604501,14.0,20,45,1,0,1,0,1.24560995604501
2017-10-06,"-34.5903255,-58.4307834",-34.5903255,-58.4307834,108000.0,40.0,36.0,2700.0,1.0,14.0,20,43,1,0,1,0,1.0
2017-10-06,"-34.5849381,-58.4113314",-34.5849381,-58.4113314,389000.0,164.0,133.0,2371.951219512195,4.0,14.0,20,43,1,0,1,0,4.0
2017-10-06,"-34.5649213,-58.4350534",-34.5649213,-58.4350534,690000.0,318.0,215.0,2169.811320754717,4.0,14.0,20,43,1,0,1,0,4.0
2017-10-07,"-34.564001,-58.436226",-34.564001,-58.436226,499000.0,245.0,230.0,2036.7346938775506,5.0,14.0,20,23,1,0,1,0,5.0
2017-10-09,"-34.5711496,-58.4232966",-34.571149600000005,-58.4232966,153000.0,52.0,45.0,2942.3076923076924,2.0,14.0,20,43,1,0,1,0,2.0
2017-10-09,"-34.5711496,-58.4232966",-34.571149600000005,-58.4232966,650000.0,320.0,168.0,2031.25,4.0,14.0,20,43,1,1,0,0,4.0
2017-10-09,"-34.596315,-58.422254",-34.596315000000004,-58.422254,159000.0,58.0,42.0,2741.3793103448274,2.0,14.0,20,43,1,0,1,0,2.0
2017-10-09,"-34.5676393,-58.447493",-34.5676393,-58.44749300000001,490000.0,161.0,144.0,3043.478260869565,4.0,14.0,20,23,1,0,1,0,4.0
2017-10-09,"-34.5977438,-58.4166217",-34.5977438,-58.41662170000001,94000.0,39.0,38.0,2410.25641025641,2.0,14.0,20,43,1,0,1,0,2.0
2017-10-09,"-34.58914,-58.4140793",-34.58914,-58.4140793,590000.0,227.0,166.0,2599.118942731277,5.0,14.0,20,43,1,0,1,0,5.0
2017-10-10,"-34.5647285,-58.4376005",-34.564728499999994,-58.4376005,385000.0,155.0,135.0,2483.870967741936,5.0,14.0,20,23,1,0,1,0,5.0
2017-10-10,"-34.5829022,-58.4239083",-34.58290220000001,-58.4239083,485000.0,211.0,202.0,2298.5781990521327,5.0,14.0,20,46,1,0,1,0,5.0
2017-10-10,"-34.5829022,-58.4239083",-34.58290220000001,-58.4239083,485000.0,211.0,202.0,2298.5781990521327,4.0,14.0,20,46,1,0,1,0,4.0
2017-10-10,"-34.578387,-58.423705",-34.578387,-58.42370500000001,160000.0,59.0,59.0,2711.864406779661,3.0,14.0,20,43,1,0,1,0,3.0
2017-10-11,"-34.5863377,-58.4201762",-34.5863377,-58.4201762,230000.0,89.0,85.0,2584.2696629213488,4.0,14.0,20,43,1,0,1,0,4.0
2017-10-11,"-34.5731424,-58.4370622",-34.5731424,-58.4370622,199000.0,99.0,91.0,2010.1010101010104,3.0,14.0,20,23,1,0,1,0,3.0
